nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm6385601,Rene Arias,,,"camera_department,actor,art_department","tt5580252,tt6907204,tt6903174,tt4295314"
nm6375209,Rob Darlington,,,director,tt3363936
nm6418088,Kellie Spano,,,"producer,sound_department,director",tt3658826
nm6129482,Masayoshi Ishii,,,"writer,camera_department,producer","tt6860726,tt8757124,tt7179002,tt7031430"
nm6117395,Laura Thompson,,,director,tt3363936
nm6239882,Sacha Barbin,,,"director,writer,producer","tt3487270,tt7057250"
nm6233866,Lettie Costea,,,"producer,writer,editor","tt5512856,tt6377654,tt4257554,tt5352026"
nm6272308,Keita Katayama,,,"assistant_director,writer,director","tt3969980,tt3583938,tt3744150,tt3955224"
nm6272815,James Oliver,,,writer,tt3517066
nm6318508,Warwick Allan,,,"editor,editorial_department,director","tt5998124,tt8043752,tt4969356,tt3510718"
nm6290798,Bea Tanaka,,,writer,tt3236962
nm6290804,Yasuhiko Tanaka,,,"miscellaneous,writer,editor","tt5979872,tt3236962,tt5084170"
nm6348681,Roberto Bueso,,,"director,writer",tt3589126
nm6349284,Thomas W. Willard,,,"director,cinematographer",tt3589420
nm6349285,Frank Beckwith,,,writer,"tt0240428,tt3589420,tt0333438"
nm6367648,John Adcox,1964,,writer,"tt4364254,tt4729616,tt3605506,tt4539376"
nm6325775,Nathaniel Barber,,,"writer,director,camera_department","tt4769862,tt4727602,tt8355868,tt3776730"
nm6326552,Hondo Avadikan,,,writer,tt3568948
nm6355756,Matthew E. Robinson,,,"miscellaneous,director,camera_department","tt2649554,tt1458169,tt6046718,tt8355546"
nm6359472,Pat Kaz,,,"writer,director,producer","tt6463950,tt5464840,tt3597808,tt4846024"
nm6402157,Mohanad Hassan,,,"visual_effects,director","tt4131800,tt8271124,tt3642646"
nm6212667,Frank V.V. Boss Jr.,,,"director,editor","tt3462328,tt3681394"
nm6297443,Ramon Watkins,,,"editor,director,writer","tt4158682,tt3541742"
nm6297635,Ye-Young Joo,,,"director,editor","tt4006786,tt3541884"
nm6280988,David Morring,,,"director,writer,cinematographer",tt3524258
nm6327542,Batuhan Ozbek,,,"assistant_director,miscellaneous,director","tt4052064,tt3569916,tt3874448"
nm6330166,Justin de Leon,,,"director,producer",tt3572036
nm6348078,Laura Tremoleda,,,"writer,director,assistant_director","tt4644008,tt7551246,tt3588566"
nm6348481,Melissa Edmon,,,"director,writer,editor",tt3588966
nm6157127,Firoozeh Akhlaghi Koopaei,,,"producer,writer,art_department","tt3408712,tt6622932,tt5632306"
nm6183267,Masaki Katsuyama,,,"camera_department,director,actor","tt4329056,tt3432456,tt4738970,tt4307906"
nm6220703,Bryn Pottie,,,"actor,writer","tt6029106,tt3468876,tt4123482,tt4549380"
nm6216488,Steven Blades,,,"actor,writer,producer","tt6012244,tt5300762,tt2445568,tt6702666"
nm6232272,Louis Meunier,,,"miscellaneous,director,producer","tt3705668,tt3705130,tt4869298,tt1656192"
nm6251889,Calvin Snead,,,"camera_department,cinematographer,director","tt4255196,tt6753132,tt4829466,tt4459806"
nm5975386,Kimberly Marcela Duron,,,"producer,writer,director",tt3216286
nm6008539,Arman Markano,,,"writer,director,actor","tt4273406,tt4058314,tt3278582,tt3278620"
nm6017605,Ricardo Franco,1988,,"editor,director,producer","tt3262442,tt4829412,tt4701858"
nm6018371,Sille Storihle,,,"director,writer,cinematographer","tt4372090,tt3263300,tt4381172,tt8296646"
nm6037705,Carly Kaplan,,,"miscellaneous,actress,assistant_director","tt3912036,tt1956620,tt7950282,tt6817676"
nm6073824,Prashanth Neel,,,"writer,director","tt5889478,tt3320542"
nm6109432,S.J. Hodges,,,"producer,writer","tt3355548,tt5637544,tt4474310"
nm6142525,Mackenzie Criswell,1998,,"director,writer,cinematographer","tt9223370,tt3901538,tt5275318,tt9225102"
nm6144768,JiangNan Huang,,,"director,writer",tt3395964
nm6207518,Riccardo Salvetti,,,"director,writer,editor","tt3456866,tt7665608"
nm6195334,Elodie Este,,,"writer,producer",tt3445348
nm6236255,Pier Emmanuel Petit,,,"director,cinematographer","tt5917512,tt3484020"
nm6241200,Kiirstin Marilyn,,,"actress,writer,producer","tt8409724,tt6693910,tt4475130,tt4158110"
nm6241771,PD Nixon,,,"director,writer,producer","tt3489058,tt3489048"
nm6243306,Jeffery Jack,,,"art_department,editor,producer","tt3525674,tt3491428"
nm6243583,Alba Rebeca Muscolino,,,"miscellaneous,writer",tt2887574
nm6244466,Dolly Donshey,,,"director,writer,art_director",tt3492918
nm6140140,Dmitri Panchenko,,,director,"tt3698340,tt3391852,tt3564212,tt4056108"
nm6148255,Aritra Sarkar,,,"director,actor,writer","tt3399130,tt8819142"
nm6149219,Chia-Hui Lin,,,writer,"tt6286348,tt7197300,tt4637142,tt8893498"
nm6150244,Peter McLoon,,,"director,producer,editor","tt3447320,tt3449964,tt3400964,tt3449856"
nm6150995,Marie-Claude Deffarge,,,writer,tt3402082
nm6199851,Matthew Webber,,,"producer,director,writer","tt3730174,tt3449894"
nm6273021,Kirill Papakul,,,director,"tt3517228,tt4303972,tt9057856"
nm6266109,Boan Wang,,,"cinematographer,director,writer","tt7098680,tt3511106"
nm6267758,Amy Bank,,,"director,producer",tt3512432
nm6274411,Tim Carpenter,,,"director,writer,cinematographer","tt3619614,tt3630220,tt6086130,tt7758854"
nm6314692,Kinoko Higurashi,,,writer,tt3557608
nm6325777,Matthew Barber,,,"camera_department,director,writer","tt4727602,tt3776730,tt4769862,tt4779320"
nm6388651,Gustavo Janez,,,director,tt3627842
nm6388734,Paul Michael Garcia,,,"director,writer,producer","tt7754928,tt3614756,tt3621628"
nm6441315,Michael Gug Kongshaug,,,"writer,director,assistant_director","tt3680690,tt1413492,tt5862298,tt4542090"
nm6441564,Josemari MartÃ­nez,,,"director,writer,editor","tt4928050,tt4928770,tt3681006,tt4927972"
nm6442458,Adam Alberts,,,"actor,producer,writer","tt7252010,tt3385516,tt6565702,tt6543620"
nm6475545,Jorge Porras,,,"director,writer,producer","tt3712460,tt4633740,tt4511006"
nm6476242,Niels Holstein Kaa,,,"writer,director,actor","tt3712892,tt6708772,tt4647346,tt5678270"
nm6122840,Evandro Rosolen,,,"producer,director,writer","tt3462232,tt3462264,tt3462304,tt5824910"
nm6152366,Sandra Doyle,,,"camera_department,director,producer",tt3403342
nm6161987,David Lawrence,,,writer,tt3412822
nm6224675,GermÃ¡n Touza,,,"director,writer,assistant_director","tt6896950,tt3302594"
nm6225554,Anthony Pernicka,,,"producer,executive,director","tt8739976,tt3473092,tt4424292,tt6405002"
nm6212364,Amal Al Dowaila,,,writer,"tt3462020,tt5460830"
nm6248423,John Beck,,,"director,writer,producer",tt3496628
nm6290095,PJ Ryan,,,writer,tt5300336
nm6348077,Santi BarÃ³,,,director,"tt7551246,tt3588566"
nm6385965,Johnathan Paul,1980,,"producer,writer,director","tt4019690,tt7670128,tt4637068,tt4292598"
nm6363298,Jenny Crook,,,"director,writer,editor",tt3601798
nm6382275,Mike Roe,,,"writer,actor,director","tt7251652,tt7251560,tt7251494,tt7251580"
nm6394723,Chris Prinz,,,"director,writer,cinematographer",tt3634750
nm6414188,Hector Mendoza,,,"director,writer,cinematographer",tt3655160
nm6414192,Alfredo Avila,,,"writer,producer",tt3655160
nm6446970,Will Nash,,,"actor,producer,writer","tt4302686,tt4302692,tt4302680,tt8719242"
nm6452904,Joh Steenlage,,,"writer,producer,production_manager",tt3691272
nm6484261,Vyacheslav Bihun,,,"director,writer,producer","tt5482558,tt3746204,tt3719990,tt4991666"
nm6479343,Virginia Chase Sutton,,,writer,tt3715250
nm6485713,Seema Arora,,,"director,writer,casting_director","tt7297830,tt3721564,tt6304556"
nm6510549,Sheikh Jamal,1969,,"producer,director,writer","tt3745090,tt3761412,tt3754506,tt3761448"
nm6288395,Julian Zuliani,,,"producer,sound_department,writer","tt4054646,tt3530246,tt5489238,tt4473868"
nm6384948,Stefano Garrone,,,"director,writer,producer",tt3624342
nm6340167,Kyung Soo Shin,,,director,"tt5618104,tt7608220,tt5079024,tt3580142"
nm6340598,Veronica Rodriguez,,,"director,writer,producer","tt5039890,tt3580660,tt7380126,tt6580230"
nm6272232,Maria Novikova,,,director,tt3516444
nm6316537,Pete Capo,,,"writer,producer,director","tt3574338,tt3574334,tt4194474,tt4374406"
nm6335559,JesÃºs MartÃ­nez Balmaseda,,,writer,"tt3588232,tt4000452,tt3588170,tt3575994"
nm6354696,Paul James Bird,,,"director,cinematographer,producer","tt4548518,tt5623570,tt5506190,tt5605306"
nm6354930,Patrick Harkins,,,"writer,director","tt0108992,tt0163499,tt0084987,tt0338653"
nm6358175,Jardine Faner,,,"writer,director,cinematographer","tt3887674,tt3528196,tt3892634"
nm6434222,Sing-Foon Ng,,,"actor,director","tt0085144,tt3673520"
nm6389778,Sofija Budimir,,,"actress,editor,director","tt4774122,tt4054164,tt3629372,tt4275676"
nm6409924,Pongtana Sungthong,,,"director,actor,writer","tt3651142,tt3898804,tt5144446,tt5127034"
nm6422904,Isaac Salame,,,"actor,writer","tt4680240,tt2963280,tt5472884,tt8387348"
nm6088803,Erik Cassin,,,"director,actor,writer",tt3333572
nm6088814,Dylan Price,,,"director,writer,producer",tt3333572
nm6160927,Nathanael Gabel,,,"visual_effects,editor,director","tt4172086,tt5240834,tt3417172"
nm6161006,Gabriel Z. Villalon,,,"director,writer,producer",tt3411806
nm6161881,Aswar Rahman,,,"director,writer,cinematographer","tt5602482,tt5602344,tt3412792,tt5602466"
nm6185127,Claudio Esposito,,,"producer,director,art_director","tt8595774,tt7836638,tt5544044,tt7836590"
nm6219142,Emily McKinley Hill,,,"actress,writer,producer","tt3467662,tt6074834,tt3885690,tt2186712"
nm6219558,James Jones,,,"producer,director,writer","tt1043090,tt0133302,tt9153616"
nm6219639,David Cooper,,,"writer,producer","tt3467956,tt5429716,tt6504214,tt5048876"
nm6219668,Virgelia Villegas,,,"producer,director,executive","tt5664054,tt9000806,tt4342380,tt8393848"
nm6258007,Pasquale Defazio,,,"director,producer,editor","tt1312719,tt4492006,tt4853798,tt3585200"
nm6259478,Frank Cotolo,,,"writer,producer,actor","tt1422777,tt0081184,tt0229907,tt3615232"
nm6259651,Julia Rogowska,,,"director,writer,editor","tt3505454,tt6609752,tt4512792,tt6607928"
nm6296453,Andrew David Robson,,,"director,camera_department,editor","tt3540678,tt7752214,tt3994664,tt2384811"
nm6296914,Joon Bae Choi,,,"director,assistant_director","tt5670870,tt8269398,tt3541196,tt5618800"
nm6330674,Lukas Marxt,,,"director,writer,cinematographer","tt3572308,tt6282410,tt6788020,tt3755864"
nm6362737,Christopher Ritz,,,"director,actor,producer","tt3601294,tt5687406"
nm6452906,Eli Steenlage,,,"writer,director,cinematographer",tt3691272
nm6484819,Young-Soo Ji,,,director,"tt3715044,tt8970084"
nm6479342,Brendan Byrne,,,writer,tt3715250
nm6510822,Chris Felisgrau,,,"director,writer,producer","tt4679816,tt2501644,tt3872014,tt4214824"
nm6450061,Jordan Powell,,,"writer,cinematographer,director","tt5545328,tt3688884"
nm6450063,Spencer Holloway,,,"writer,camera_department,producer",tt3688884
nm6523369,Steve Schliz,,,"director,producer",tt1723090
nm6542439,Patricio Cummins,,,"director,producer",tt3775598
nm6555502,Filise Persaud,,,"director,writer",tt3790532
nm6608373,Melik Demirel,,,"director,writer,producer",tt3841966
nm6609600,Aditya Vikram Sengupta,,,"writer,director,cinematographer","tt3843088,tt6346982"
nm6611534,Marius von Mayenburg,,,writer,"tt0441074,tt8895032,tt3844558,tt4874206"
nm6641226,Lucas Sachs,,,"camera_department,writer,director","tt4523694,tt5857776,tt3875644,tt7626190"
nm6643580,Josh Board,,,writer,"tt3878786,tt3878682,tt3886626,tt3878818"
nm6729121,Gelisa Denise Ross,,,"miscellaneous,writer,camera_department","tt7456312,tt6949296,tt3791526,tt8653274"
nm6397412,Ramzees Carvalho,,,"director,actor,writer","tt2619946,tt3637918,tt4426058,tt4632478"
nm6429971,Darron Hargreaves,,,"writer,actor","tt5531644,tt6588536,tt5074544"
nm6462203,Randal Crow,,,"producer,director,cinematographer","tt3699848,tt4679622"
nm6462601,James Dickinson,,,"producer,writer,director","tt3700328,tt4582306,tt5272962"
nm6494815,Tomaz Gorkic,1974,,"editor,director,writer","tt5092646,tt4895910,tt5104246,tt6871386"
nm6528505,Nelson Ikea,,,director,tt3761516
nm6529540,Martin Fischer,1991,,"director,producer,writer","tt0441074,tt6944048,tt3762932"
nm6546955,Christian Wauschkuhn,,,"assistant_director,location_management,camera_department","tt0835962,tt4612208,tt6605730,tt3621148"
nm6503567,Luke Sullivan,,,"director,writer,producer","tt3845788,tt3738664,tt5573120"
nm6579844,Wolfgang Schorlau,,,writer,tt3814852
nm6535791,Chris Kraus,1955,,"writer,producer,director","tt5706190,tt2162146,tt5798004,tt5478730"
nm6567256,Christina Yglesias,,,"writer,director,cinematographer",tt3801148
nm6569284,Audrey Seda,1994,,"actress,director,writer","tt3389674,tt5347194,tt5266050,tt8272004"
nm6690553,Efrat Chen,,,"director,editor,writer","tt3923920,tt7107720"
nm6745184,CristiÃ¡n Macouzet,,,"camera_department,writer,director","tt4387452,tt8141436,tt4679936,tt6461954"
nm6734819,David Legel,,,"producer,writer,production_manager","tt6014876,tt8772762,tt3994252,tt5428810"
nm6441565,Juanma Banegas,,,writer,"tt4927972,tt4928770,tt3680984,tt6646282"
nm6499635,AurÃ©lien Raspiengeas,,,"director,cinematographer",tt3734072
nm6508296,Dane Henry,,,"director,camera_department,editor",tt3742998
nm6510260,Max Hammel,,,"director,writer,cinematographer","tt4598734,tt5832452,tt4634646,tt4240898"
nm6526841,Vitor Paranhos,,,director,tt3760092
nm6540585,Jaden Bailey,,,director,tt3774244
nm6573668,Benjamin Menor,,,"director,writer,editor","tt7271962,tt3807792,tt5895550"
nm6592149,Kyle Williamson,,,"writer,producer,editor","tt4974438,tt4771914,tt6275828,tt4727808"
nm6419325,Sebastien Nuta,,,"camera_department,cinematographer,director","tt7541106,tt5475936,tt6357604,tt6517406"
nm6413401,Michael Friedman,,,"writer,producer,actor","tt3697022,tt3689546,tt3671328,tt3697016"
nm6414910,Mikhail Kolodinskiy,,,writer,"tt8312986,tt3655760,tt3564212,tt3508568"
nm6452902,Jess Steenlage,,,"writer,producer,miscellaneous",tt3691272
nm6466198,Laurie Lassalle,,,"director,writer","tt3703384,tt5848366"
nm6485236,Brendan Petersen,,,"director,writer,actor","tt5268872,tt7054458,tt6319562,tt6580062"
nm6479856,Ricardo Cruz Jr.,,,"stunts,director","tt5096726,tt2193215,tt1318517"
nm6511065,Marlene Gibb,,,"writer,director,producer",tt3745622
nm6531063,Eugene Paolo,,,"actor,producer,writer","tt6269210,tt6270008,tt5921016"
nm6545335,Rosamund Small,,,writer,tt3778582
nm6518715,Bogdan Theodor Olteanu,,,"director,writer,producer","tt3780074,tt5253846,tt8131976,tt5253330"
nm6521672,IÃ±igo Eguren,,,"editor,miscellaneous,director","tt5179900,tt3755886,tt5225888,tt4526100"
nm6435339,Alex Lishinski,,,writer,tt3674708
nm6431878,Hiu Yan Pang,,,"art_department,writer","tt6850758,tt3671200,tt3671204"
nm6468555,Lucia Coszach,,,writer,tt3705530
nm6469186,Tyler Jones,,,"director,writer,assistant_director","tt4025740,tt3706204"
nm6495090,Yvette Naniuzeyi,,,"director,writer,editor",tt3730174
nm6495460,Luciano Giordana,,,"director,producer,writer","tt5783262,tt3850686"
nm6546878,Ana Ivan,,,"actor,writer",tt3780074
nm6504693,Mario Torrecillas,,,writer,"tt3588566,tt8228840"
nm6612926,ShinzÃ´ Takano,,,writer,tt3845758
nm6601961,Grzegorz Sadurski,,,"director,writer","tt3835952,tt0441074,tt8100936"
nm6646701,Michael Stanley,,,"actor,director,writer","tt5891554,tt5891582,tt4755406,tt3882386"
nm6622053,Flynn Moores,,,"director,visual_effects,editor","tt4027628,tt5188454,tt5626520,tt3066332"
nm6634115,Marco Ortiz,,,"director,producer,writer","tt5855534,tt4223306,tt8898168,tt5039504"
nm6654992,Daikichi Onizuka,,,"actor,writer,producer","tt8771524,tt0255585"
nm6713236,Yael Botser,,,"actress,writer,producer","tt3968620,tt6276662,tt4910716,tt3422880"
nm6426552,William Fraser,,,writer,tt3022282
nm6439478,Kyle Bastin,1998,,"director,producer,editor","tt4464822,tt5667888,tt6349508,tt6872448"
nm6471990,FranÃ§ois-Marc Baillet,,,director,tt3708948
nm6473536,Orlando Adriani,,,"producer,director,cinematographer","tt7587154,tt6340038,tt4661482,tt3246546"
nm6493238,Stig Hammar,,,"director,cinematographer",tt0186469
nm6493690,Meg Gamez,,,"producer,director,writer",tt3729072
nm6558276,Neevon Daryan,,,"writer,actor","tt3793466,tt4085168,tt5544178,tt4346488"
nm6608129,Dorraine Fisher,,,writer,"tt5096754,tt7660738,tt3841734"
nm6643365,Mathieu Volpe,,,"assistant_director,director,writer","tt4132520,tt3878410,tt6137730"
nm6643442,Danny Shuell,1984,,"miscellaneous,actor,director","tt4198484,tt5771374,tt3663490,tt5771410"
nm6648328,Rocky Pajarito,,,"miscellaneous,director,writer","tt4921864,tt4922972,tt4930826,tt6342252"
nm6674730,Mikhail Kalmykov,,,director,"tt3508568,tt3564212"
nm6683621,Dorota Sajewska,,,writer,"tt0441074,tt3918106"
nm6755240,Long Tran,,,"producer,actor,editor","tt8197174,tt4244866,tt4244832,tt5150512"
nm6774769,Chao-Miao Chen,,,writer,"tt6273120,tt3983112,tt5842808,tt6362798"
nm6409926,Parint Pachidamrong,,,"writer,actor,editor","tt3898804,tt3651142,tt5127034"
nm6421135,Urban StrÃ¶m,,,"director,editorial_department",tt3661444
nm6467133,Abhijit Gajwani,,,"editor,producer,editorial_department","tt8204130,tt7592102,tt3729916,tt8171068"
nm6457235,P. Fuladian-Dahl,,,"director,producer,writer",tt3695302
nm6474792,Alicia-Eva Rost,,,"director,writer,assistant_director","tt4798830,tt3711586"
nm6477720,Joshua Mallett,,,"writer,producer,director","tt3713828,tt0454987,tt3715250"
nm6507502,Chris Armienti,,,"sound_department,director,writer","tt4493970,tt3742204,tt7154592,tt8727382"
nm6532719,Kourosh Danandeh,,,"producer,director",tt3765640
nm6540560,Ben Nelson,,,writer,tt3774244
nm6540578,Laura Nelson,,,writer,tt3774244
nm6559399,Adrianna DiLonardo,,,"writer,producer,actress","tt1486834,tt6982562,tt4686862,tt8290894"
nm6594610,Eldar Bogunov,,,"actor,producer,cinematographer","tt5880884,tt5856530,tt5888238,tt6327966"
nm6605976,Clayton Guiltner,,,"producer,director,writer","tt7445042,tt6577488,tt9005658,tt6573460"
nm6631968,Franz SchÃ¶nhuber,1923,2005,"director,writer","tt7122976,tt5319860,tt4910382,tt7231824"
nm6657613,Patrick Flaherty,,,"director,cinematographer","tt7091178,tt3892552"
nm6667436,Raynier Brizuela,,,"director,writer","tt5836980,tt3902152,tt5588684"
nm6740927,Joanna Potts,,,"director,producer,cinematographer","tt2433324,tt8075094,tt1043090,tt5219198"
nm6741315,Karan Singh Rathore,,,writer,"tt3001638,tt5465370"
nm6776840,L.E. Frausto,,,writer,tt4044108
nm6776842,Eisenstein,,,director,tt4044108
nm6794981,Nick Williams,,,"writer,camera_department,cinematographer","tt6084614,tt4856996,tt4062762,tt6084568"
nm6749124,Tiago DurÃ£o,,,"director,actor,editor","tt4011984,tt7440218,tt7528466,tt5972192"
nm6781857,Andrzej Popiel,,,"actor,writer","tt6331890,tt6104058,tt8485358,tt0386946"
nm6596739,Karin Fisslthaler,,,director,tt3831054
nm6597430,Scott Kinsey,,,"director,animation_department","tt6143612,tt3242934"
nm6597908,Filip Posivac,,,"director,writer,art_department","tt6840786,tt3832034,tt6840782,tt7690218"
nm6342170,Jenness Rouse,,,"actress,producer,director","tt4060862,tt7097286,tt3582026,tt6024542"
nm6417764,John Loberger,,,"producer,director,writer",tt3658570
nm6372705,Guillaume Mainguet,,,"director,writer,actor","tt3610976,tt6342486,tt3891534,tt3611334"
nm6405255,Kaitlyn Hutchins,,,"writer,miscellaneous,actress","tt8660626,tt6014876,tt5681650,tt4147148"
nm6450600,Allison Kennedy,,,"director,producer",tt3689198
nm6483746,Kyle Finnegan,1995,,"director,editor,writer","tt7136714,tt5178606,tt3962196,tt3731684"
nm6459178,Amir Azizi,,,"animation_department,director,writer","tt3782700,tt4442494,tt3785854,tt4481814"
nm6460596,Gaspar Claus,,,director,"tt3698188,tt3698262,tt3698138,tt3698240"
nm6493350,Samuel Mendez,,,"director,writer,animation_department",tt3728764
nm6548020,Daniela Villanueva Valdes,,,writer,tt2407896
nm6582076,Junko Miura,,,director,tt3817040
nm6614708,Leslie Coogan,,,writer,tt3854030
nm6642648,TomÃ¡s Nogales,,,director,tt3877792
nm6262944,Julian Lucas,,,"writer,director,editor","tt3508366,tt3638120,tt8458094,tt4265954"
nm6370827,Louie Corrons,,,"director,assistant_director,editor","tt3824360,tt3609030"
nm6376935,Kang Zhai,,,"producer,actor,writer",tt3616254
nm6411070,David Gattis,,,"writer,director,actor","tt3954012,tt3652200,tt4292358,tt3955078"
nm6411072,Eric Arnold,,,"writer,actor,producer","tt3954012,tt3704196,tt3652200,tt3955078"
nm6461778,Robert Deleskie,,,"director,writer,editor","tt5794306,tt3699534,tt3699532,tt3699530"
nm6462195,Tam le,,,writer,tt3699848
nm6462217,Will Dunlap,,,"director,cinematographer","tt3827332,tt3699858"
nm6464176,Erik Montovano,,,"art_department,director,producer","tt4738352,tt5845730,tt5848632"
nm6482403,Karolina Bielawska,1978,,"director,writer","tt8576622,tt4834764,tt3717710"
nm6501014,Melanie Torres,,,"assistant_director,director,writer","tt5355420,tt4305028,tt5355526,tt4572088"
nm6495892,Cherline Julien,,,"cinematographer,director,writer","tt6119132,tt3731148,tt6521478"
nm6497979,Leszek Madzik,,,"writer,director","tt3732956,tt8092116,tt0441074"
nm6514614,Andrew Wayman,,,"writer,actor,producer","tt5883314,tt3804738,tt3959128,tt5047664"
nm6470969,David Geberitt,,,"writer,editorial_department","tt1173427,tt2333702,tt1319900,tt2401129"
nm6529730,Sean D. Elder,,,"cinematographer,producer,director","tt7253164,tt3763068,tt5518154,tt5522932"
nm6529754,Eric N. Finkelstein,,,"producer,writer","tt5150410,tt7230202,tt5996290,tt3845754"
nm6529756,Harold Kingsberg,,,"writer,producer","tt4552968,tt3763072"
nm6503847,Matthew W.F. Senior,1998,,"writer,director,actor","tt6831758,tt4717666,tt5788894,tt4588950"
nm6503979,Lorenzo J. RodrÃ­guez,1979,,"producer,director,editor","tt4059392,tt4565538,tt4571000,tt3739188"
nm6612879,Isao Yamada,,,"director,writer",tt3845758
nm6569580,Zehra Ã‡elenk,,,writer,"tt4453352,tt3803758,tt7621496"
nm6613529,Mauro Nigro,,,"writer,producer,editor","tt3846308,tt6730972"
nm6646889,Tatsuzo Ota,,,director,"tt3904798,tt3882832,tt3893002,tt3893042"
nm6622008,Priyank Tatariya,,,"actor,director,writer","tt3854350,tt4293870,tt7873544"
nm6634836,Sree Jayadratha,,,director,"tt4213178,tt3867472"
nm6507044,David Pierre,,,writer,tt3741962
nm6508297,Andrea Johnson,,,director,tt3742998
nm6508298,Robert Holmes,,,director,tt3742998
nm6540596,Saramei Kalaoram,,,director,tt3774244
nm6574573,Sergej Pecovnik,,,writer,tt3809250
nm6598273,Darragh McCaughey,,,"director,writer,cinematographer","tt3832334,tt5294038,tt3843724,tt3832316"
nm6606602,Sung-hee Jung,,,writer,"tt4425008,tt6450598,tt3839790,tt8970084"
nm6664163,Shigenori Kiyoyama,,,director,tt3898914
nm6664164,Aki Tomato,,,"writer,music_department","tt0101137,tt7224786,tt3898914"
nm6658620,Roger Dixon,,,"writer,editor","tt1700954,tt4511410"
nm6660946,Tobias Wolters,,,"visual_effects,producer,composer","tt1951266,tt4917642,tt4724108,tt1951265"
nm6692196,Tomasz Dettloff,,,"director,writer","tt0441074,tt3945382"
nm6693598,Agnes Zee,,,"actress,director","tt5548942,tt3947092,tt5795728"
nm6698318,Al McLean,,,"director,editor","tt3634482,tt6804930,tt9204510"
nm6667559,Sergei Tereshchuk,,,director,"tt3508568,tt3564212,tt4080196"
nm6746383,Ricardo Martin Coloma,,,"director,writer,editor",tt4009200
nm6794982,Zak Ellis,,,writer,tt4062762
nm6803821,MolnÃ¡r G. TamÃ¡s,,,"director,writer,cinematographer",tt4072178
nm6544440,Veronica Zacco,,,"writer,miscellaneous,casting_department","tt4263846,tt5617060,tt4793514,tt3454002"
nm6545336,Mitchell Cushman,,,"director,actor","tt3778582,tt6029106"
nm6578506,Andreea Prichea,,,"producer,writer,director","tt3812992,tt4972892,tt5848632,tt5845730"
nm6551853,Molly Ruth,,,"actor,writer,music_department","tt3672676,tt4229272"
nm6551989,Elsa El Amm,,,director,tt3785928
nm6630540,Akimasa Niima,,,writer,tt0291026
nm6605137,Tiffany Shin,,,"writer,director,editor","tt3838736,tt4382194"
nm6673955,Neil Payne,,,director,"tt5173820,tt5331950,tt3908630"
nm6707150,Elise Jansson,,,"animation_department,director","tt6314538,tt4737278,tt3745606,tt3961728"
nm6739597,FranÃ§ois Dupont,1976,,"actor,producer,writer","tt5901208,tt5540670,tt4046364,tt6078496"
nm6796726,John English,,,"director,producer,writer","tt4512292,tt4064598"
nm6796728,Sara Malavasi,,,writer,tt4064598
nm6823856,Gerhard Venter,,,writer,tt2181911
nm6826973,Sandrine Gimenez,,,"director,writer,visual_effects","tt4102590,tt3674118"
nm6593640,Ieva Makselyte,,,"director,assistant_director,art_department","tt4128198,tt4346182,tt4512146,tt7024734"
nm6631926,Emma Westenberg,,,"director,writer,producer","tt6787730,tt8848318,tt6793078,tt3864628"
nm6660324,Malcolm Baity,,,"camera_department,producer,sound_department","tt4040942,tt5970668,tt5306864,tt7217524"
nm6747007,Dipo Etti,,,"miscellaneous,writer,producer","tt4260060,tt4009704,tt4562072,tt4565696"
nm6741335,Barry McCluskey,,,"actor,writer",tt3995758
nm6748478,ShÃ»ichi Tan,,,director,tt4011334
nm6804421,Julia Alexa Miller,,,"producer,director,assistant_director","tt6014876,tt5158280,tt7689230,tt5158460"
nm6816976,Mikhail Shulman,,,writer,"tt4086100,tt3572368,tt7709868,tt7197136"
nm6818506,Bernard Tanguay,,,writer,tt0168360
nm6837843,Sunish Kumar,,,"actor,director,assistant_director","tt6649794,tt2782022,tt4118926,tt5780034"
nm6596485,Tony MacLaren,,,"producer,director,actor",tt3830736
nm6618414,Scott Andrew Selby,,,"actor,writer","tt7542940,tt4532894,tt3850576,tt7542922"
nm6618540,David Johnson,,,"actor,writer",tt3850686
nm6663774,Jude Thomas,,,"actor,writer,editorial_department","tt3898368,tt4212800"
nm6672013,Ruben Flores,,,"director,writer,editor","tt4445084,tt4568764,tt3907108,tt3910210"
nm6686106,Eben Skilleter,,,"director,writer,producer","tt5880952,tt5984534,tt6762438,tt4562898"
nm6706845,Joana Locher,,,"animation_department,director,writer","tt3959636,tt7408992"
nm6736574,Elena Vladi,,,"actress,composer,writer","tt6571852,tt3996512,tt6497204,tt6571940"
nm6796727,Patrick Hardy,,,writer,tt4064598
nm6826972,Kathleen Cartier,,,"director,writer",tt4102590
nm6832078,Sebastian Hernandez,,,writer,tt4107020
nm6743590,RabÃº Gonzales,,,director,"tt4006026,tt4227710"
nm6761986,Artur Tyszkiewicz,,,"director,casting_director","tt0441074,tt0300361"
nm6779356,April James,,,"director,producer","tt4069100,tt6192758,tt5839676,tt8341384"
nm6847666,Adam Chandonnet,,,"director,writer,editor","tt4550500,tt5195730,tt4490116,tt4248032"
nm6816390,Ryan Walker,,,"sound_department,director,writer",tt4085454
nm6876433,John R. Sansevere,,,"writer,director,producer","tt6154314,tt4157302,tt6142136,tt4157370"
